Aktualisiert;E-Mail Kontakt;Geographische Abdeckung;Geographische Granularität;Kategorie;Kommentare;Lizenz;Veröffentlichende Stelle;Veröffentlicht;Website;Zeitliche Granularität;Zeitperiode;_collection_date;_title;_type;_url;tags;
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;19.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2010;2014-10-24 12:45:25;Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen nach Wohndauer am 31.12.2010;dataset;http://daten.berlin.de/datensaetze/einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-nach-wohndauer-am-31122010;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;19.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2008;2014-10-24 12:45:25;Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen nach Wohndauer am 31.12.2008;dataset;http://daten.berlin.de/datensaetze/einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-nach-wohndauer-am-31122008;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;19.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2012;2014-10-24 12:45:25;Einwohnerinnen und Einwohner nach Wohnlagen in den LOR-Planungsräumen am 31.12.2012;dataset;http://daten.berlin.de/datensaetze/einwohnerinnen-und-einwohner-nach-wohnlagen-den-lor-planungsr%C3%A4umen-am-31122012;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;19.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2009;2014-10-24 12:45:25;Einwohnerinnen und Einwohner nach Wohnlagen in den LOR-Planungsräumen am 31.12.2009;dataset;http://daten.berlin.de/datensaetze/einwohnerinnen-und-einwohner-nach-wohnlagen-den-lor-planungsr%C3%A4umen-am-31122009;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;19.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2007;2014-10-24 12:45:25;Einwohnerinnen und Einwohner nach Wohnlagen in den LOR-Planungsräumen am 31.12.2007;dataset;http://daten.berlin.de/datensaetze/einwohnerinnen-und-einwohner-nach-wohnlagen-den-lor-planungsr%C3%A4umen-am-31122007;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;19.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2008;2014-10-24 12:45:26;Einwohnerinnen und Einwohner nach Wohnlagen in den LOR-Planungsräumen am 31.12.2008;dataset;http://daten.berlin.de/datensaetze/einwohnerinnen-und-einwohner-nach-wohnlagen-den-lor-planungsr%C3%A4umen-am-31122008;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;18.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2001;2014-10-24 12:45:26;Ausländische Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2001;dataset;http://daten.berlin.de/datensaetze/ausl%C3%A4ndische-einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122001;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;18.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2002;2014-10-24 12:45:26;Ausländische Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2002;dataset;http://daten.berlin.de/datensaetze/ausl%C3%A4ndische-einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122002;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;18.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2009;2014-10-24 12:45:26;Ausländische Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2009;dataset;http://daten.berlin.de/datensaetze/ausl%C3%A4ndische-einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122009;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;18.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2005;2014-10-24 12:45:26;Ausländische Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2005;dataset;http://daten.berlin.de/datensaetze/ausl%C3%A4ndische-einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122005;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;18.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2008;2014-10-24 12:45:26;Ausländische Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2008;dataset;http://daten.berlin.de/datensaetze/ausl%C3%A4ndische-einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122008;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;18.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2010;2014-10-24 12:45:26;Ausländische Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2010;dataset;http://daten.berlin.de/datensaetze/ausl%C3%A4ndische-einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122010;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;18.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2004;2014-10-24 12:45:26;Ausländische Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2004;dataset;http://daten.berlin.de/datensaetze/ausl%C3%A4ndische-einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122004;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;18.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2007;2014-10-24 12:45:26;Ausländische Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2007;dataset;http://daten.berlin.de/datensaetze/ausl%C3%A4ndische-einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122007;[];
13.05.2014;einwohner AT statistik-bbb.de;;;;0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;18.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2003;2014-10-24 12:45:26;Ausländische Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2003;dataset;http://daten.berlin.de/datensaetze/ausl%C3%A4ndische-einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122003;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;18.06.2013;www.statistik-berlin-brandenburg.de;;18.06.2013;2014-10-24 12:45:27;Ausländische Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2011;dataset;http://daten.berlin.de/datensaetze/ausl%C3%A4ndische-einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122011;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;18.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2006;2014-10-24 12:45:27;Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2006;dataset;http://daten.berlin.de/datensaetze/einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122006;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;18.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2003;2014-10-24 12:45:27;Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2003;dataset;http://daten.berlin.de/datensaetze/einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122003;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;18.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2004;2014-10-24 12:45:27;Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2004;dataset;http://daten.berlin.de/datensaetze/einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122004;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;18.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2001;2014-10-24 12:45:27;Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2001;dataset;http://daten.berlin.de/datensaetze/einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122001;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;18.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2005;2014-10-24 12:45:27;Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2005;dataset;http://daten.berlin.de/datensaetze/einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122005;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;18.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2002;2014-10-24 12:45:27;Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2002;dataset;http://daten.berlin.de/datensaetze/einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122002;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;17.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2010;2014-10-24 12:45:27;Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2010;dataset;http://daten.berlin.de/datensaetze/einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122010;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;17.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2011;2014-10-24 12:45:27;Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2011;dataset;http://daten.berlin.de/datensaetze/einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122011;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;17.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2008;2014-10-24 12:45:27;Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2008;dataset;http://daten.berlin.de/datensaetze/einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122008;[];
13.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;17.06.2013;www.statistik-berlin-brandenburg.de;;31.12.2007;2014-10-24 12:45:28;Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen am 31.12.2007;dataset;http://daten.berlin.de/datensaetze/einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-am-31122007;[];
05.05.2014;einwohner AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;05.05.2014;www.statistik-berlin-brandenburg.de;;31.12.2013;2014-10-24 12:45:28;Einwohnerinnen und Einwohner in Berlin in LOR-Planungsräumen nach Wohndauer am 31.12.2013;dataset;http://daten.berlin.de/datensaetze/einwohnerinnen-und-einwohner-berlin-lor-planungsr%C3%A4umen-nach-wohndauer-am-31122013;[];
28.04.2014;rbs AT statistik-bbb.de;;;['Geographie und Stadtplanung'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;28.06.2013;www.statistik-berlin-brandenburg.de;;16.10.2012;2014-10-24 12:45:28;Geometrien der Ortsteile von Berlin, Stand: 07/2012;dataset;http://daten.berlin.de/datensaetze/geometrien-der-ortsteile-von-berlin-stand-072012;[];
28.04.2014;rbs AT statistik-bbb.de;;;['Geographie und Stadtplanung'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;19.06.2013;www.statistik-berlin-brandenburg.de;;31.07.2012;2014-10-24 12:45:28;Geometrien der LOR-Bezirksregionen Berlins, Stand: 07/2012;dataset;http://daten.berlin.de/datensaetze/geometrien-der-lor-bezirksregionen-berlins-stand-072012;[];
28.04.2014;rbs AT statistik-bbb.de;;;['Geographie und Stadtplanung'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;19.06.2013;www.statistik-berlin-brandenburg.de;;31.07.2012;2014-10-24 12:45:28;Geometrien der LOR-Prognoseräume Berlins, Stand: 07/2012;dataset;http://daten.berlin.de/datensaetze/geometrien-der-lor-prognoser%C3%A4ume-berlins-stand-072012;[];
28.04.2014;rbs AT statistik-bbb.de;;;['Geographie und Stadtplanung'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;19.06.2013;www.statistik-berlin-brandenburg.de;;31.07.2012;2014-10-24 12:45:28;Geometrien der LOR-Planungsräume Berlins, Stand: 07/2012;dataset;http://daten.berlin.de/datensaetze/geometrien-der-lor-planungsr%C3%A4ume-berlins-stand-072012;[];
25.04.2014;info AT statistik-bbb.de;;;['Demographie'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;16.09.2013;www.statistik-berlin-brandenburg.de;;31.12.2009;2014-10-24 12:45:28;Einwohnerinnen und Einwohner mit Migrationshintergrund in Berlin in LOR-Planungsräumen nach Herkunftsgebieten am 31.12.2009;dataset;http://daten.berlin.de/datensaetze/einwohnerinnen-und-einwohner-mit-migrationshintergrund-berlin-lor-planungsr%C3%A4umen-nach-2;[];
25.04.2014;rbs AT statistik-bbb.de;;;['Geographie und Stadtplanung', 'Bildung'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;10.07.2013;www.statistik-berlin-brandenburg.de;;31.08.2012;2014-10-24 12:45:28;Grundschuleinzugsbereiche (Geometrien) in Berlin 2012 mit demographischen Merkmalen;dataset;http://daten.berlin.de/datensaetze/grundschuleinzugsbereiche-geometrien-berlin-2012-mit-demographischen-merkmalen;[];
24.04.2014;api AT VBB.de;;;['Verkehr'];0;Creative Commons Namensnennung;VBB - Verkehrsverbund Berlin-Brandenburg GmbH;24.04.2014;http://www.vbb.de/labs;;vom 11.04.2014 bis 23.08.2014;2014-10-24 12:45:28;VBB-Fahrplandaten April bis August 2014;dataset;http://daten.berlin.de/datensaetze/vbb-fahrplandaten-april-bis-august-2014;[];
17.04.2014;angelika.herda AT ba-mh.verwalt-berlin.de;Berlin;Berlin;['Jugend'];0;Keine Freie Lizenz, siehe Website des Datensatzes;Bezirksamt Marzahn-Hellersdorf von Berlin;12.07.2011;http://www.berlin.de/ba-marzahn-hellersdorf/verwaltung/jugend/db-angebote/;Keine;17.04.2014;2014-10-24 12:45:28;Angebote von Trägern in Marzahn-Hellersdorf;dataset;http://daten.berlin.de/datensaetze/angebote-von-tr%C3%A4gern-marzahn-hellersdorf;[];
11.04.2014;landeswahlleiterin AT wahlen-berlin.de;;;['Wahlen'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;18.09.2011;http://www.wahlen-berlin.de/wahlen/BE2011/ErgebWahllokale/wahlbezirke.asp?sel1=1052&sel2=0667;;18.09.2011;2014-10-24 12:45:29;Wahlen in Berlin 2011: Abgeordnetenhaus und Bezirksverordnetenversammlungen (Endgültiges Ergebnis);dataset;http://daten.berlin.de/datensaetze/wahlen-berlin-2011-abgeordnetenhaus-und-bezirksverordnetenversammlungen-endg%C3%BCltiges;[];
08.04.2014;info AT statistik-bbb.de;;;['Wahlen'];1;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;20.09.2013;www.statistik-berlin-brandenburg.de;;22.09.2013;2014-10-24 12:45:29;Geometrien der Bundestagswahlkeise 2013 in berlin;dataset;http://daten.berlin.de/datensaetze/geometrien-der-bundestagswahlkeise-2013-berlin;[];
08.04.2014;info AT statistik-bbb.de;;;['Wahlen'];1;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;20.09.2013;www.statistik-berlin-brandenburg.de;;22.09.2013;2014-10-24 12:45:29;Wahllokale zur Bundestagswahl 2013 in Berlin;dataset;http://daten.berlin.de/datensaetze/wahllokale-zur-bundestagswahl-2013-berlin;[];
08.04.2014;info AT statistik-bbb.de;;;['Wahlen'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;20.09.2013;www.statistik-berlin-brandenburg.de;;22.09.2013;2014-10-24 12:45:29;Geometrien Abgeordnetenhauswahlkreise für die Bundestagswahl 2013 in Berlin;dataset;http://daten.berlin.de/datensaetze/geometrien-abgeordnetenhauswahlkreise-f%C3%BCr-die-bundestagswahl-2013-berlin;[];
07.04.2014;info AT statistik-bbb.de;;;['Wahlen'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;22.09.2013;www.statistik-berlin-brandenburg.de;;22.09.2013;2014-10-24 12:45:29;Bundestagswahl 2013 in Berlin nach Wahlbezirken (Endgültiges Ergebnis);dataset;http://daten.berlin.de/datensaetze/bundestagswahl-2013-berlin-nach-wahlbezirken-endg%C3%BCltiges-ergebnis;[];
07.04.2014;info AT statistik-berlin-brandenburg.de;;;['Wahlen'];0;Creative Commons Namensnennung;Amt für Statistik Berlin-Brandenburg;22.09.2009;http://www.statistik-berlin-brandenburg.de/Statistiken/statistik_Dow.asp?Ptyp=1000&Sageb=14001&creg=BBB&anzwer=2;;22.09.2009;2014-10-24 12:45:29;Bundestagswahl 2009 in Berlin nach Wahlbezirken (Endgültiges Ergebnis);dataset;http://daten.berlin.de/datensaetze/bundestagswahl-2009-berlin-nach-wahlbezirken-endg%C3%BCltiges-ergebnis;[];
31.03.2014;sekretariat AT gdw-berlin.de;;;['Kunst und Kultur'];3;Creative Commons Namensnennung;Gedenkstätte Deutscher Widerstand;31.03.2014;http://www.gedenktafeln-in-berlin.de/gedenktafeln;;;2014-10-24 12:45:29;Liste der Gedenktafeln in Berlin;dataset;http://daten.berlin.de/datensaetze/liste-der-gedenktafeln-berlin;[];
10.03.2014;Michael.Richert AT charlottenburg-wilmersdorf.de;Charlottenburg-wilmersdorf;GPS-Koordinaten;['Umwelt und Klima'];0;Creative Commons Namensnennung;Bezirksamt Charlottenburg-Wilmersdorf von Berlin, Umwelt- und Naturschutzamt;17.04.2013;http://www.berlin.de/ba-charlottenburg-wilmersdorf/org/umwelt/natur/baeume/;Keine;10.03.2014;2014-10-24 12:45:29;Als Naturdenkmale geschützte Bäume in Charlottenburg-Wilmersdorf;dataset;http://daten.berlin.de/datensaetze/als-naturdenkmale-gesch%C3%BCtzte-b%C3%A4ume-charlottenburg-wilmersdorf;[];
05.03.2014;Michael.Richert AT charlottenburg-wilmersdorf.de;Charlottenburg-wilmersdorf;GPS-Koordinaten;['Umwelt und Klima'];1;Creative Commons Namensnennung;Bezirksamt Charlottenburg-Wilmersdorf von Berlin, Umwelt- und Naturschutzamt;10.06.2013;http://www.berlin.de/ba-charlottenburg-wilmersdorf/org/umwelt/natur/findlinge/;Keine;vom 13.07.2013 bis 31.12.2013;2014-10-24 12:45:30;Als Naturdenkmale geschützte Findlinge in Charlottenburg-Wilmersdorf;dataset;http://daten.berlin.de/datensaetze/als-naturdenkmale-gesch%C3%BCtzte-findlinge-charlottenburg-wilmersdorf;[];
05.03.2014;oliver.falk AT senwtf.berlin.de;Berlin;Berlin;['Arbeitsmarkt'];0;Creative Commons Weitergabe unter gleichen Bedingungen;SenWTF;17.12.2012;http://www.berlin.de/sen/wirtschaft/daten/konjunkturdaten/;Monat;vom 01.12.2012 bis 31.12.2022;2014-10-24 12:45:30;Beschäftigtendaten;dataset;http://daten.berlin.de/datensaetze/besch%C3%A4ftigtendaten;[];
05.03.2014;muf AT senwtf.berlin.de;Berlin;Berlin;['Wirtschaft'];0;Creative Commons Namensnennung;Senatsverwaltung für Wirtschaft, Technologie und Forschung;16.10.2012;http://www.berlin.de/sen/wirtschaft/service/maerkte/xmas/bb/;Jahr;vom 31.10.2013 bis 31.01.2014;2014-10-24 12:45:30;Brandenburger Weihnachtsmärkte 2013;dataset;http://daten.berlin.de/datensaetze/brandenburger-weihnachtsm%C3%A4rkte-2013;[];
05.03.2014;muf AT senwtf.berlin.de;Berlin;Berlin;['Wirtschaft'];1;Creative Commons Namensnennung;Senatsverwaltung für Wirtschaft, Technologie und Forschung;16.10.2012;http://www.berlin.de/sen/wirtschaft/service/maerkte/xmas/;Jahr;vom 31.10.2013 bis 31.01.2014;2014-10-24 12:45:30;Berliner Weihnachtsmärkte 2013;dataset;http://daten.berlin.de/datensaetze/berliner-weihnachtsm%C3%A4rkte-2013;[];
05.03.2014;christine.engelhardt AT lichtenberg.berlin.de;Lichtenberg;Berlin;['Sonstiges'];1;Creative Commons Namensnennung;Gesundheitsamt Lichtenberg;08.10.2011;http://www.berlin.de/ba-lichtenberg/buergerservice/aerzte/;Jahr;05.03.2014;2014-10-24 12:45:30;Ärzte im Bezirk Lichtenberg;dataset;http://daten.berlin.de/datensaetze/%C3%A4rzte-im-bezirk-lichtenberg;[];
05.03.2014;stefani.reich AT senwtf.berlin.de;Berlin;Berlin;['Wirtschaft'];0;Creative Commons Namensnennung;Senatsverwaltung für Wirtschaft, Technologie und Forschung / Landesstelle für Entwicklungszusammenarbeit;22.06.2011;http://www.berlin.de/sen/wirtschaft/euro-inter/lez/stadtfuehrer-lez/;Keine;05.03.2014;2014-10-24 12:45:30;Stadtführer Entwicklungspolitik;dataset;http://daten.berlin.de/datensaetze/stadtf%C3%BChrer-entwicklungspolitik;[];
